,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent
4520,Layup Shot,Layup,120,29800145,34.0283,-12,16,-118.2818,0,1,0,1998-99,37,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/23/1999,VAN
4521,Jump Shot,Jump Shot,144,41000154,33.9863,136,58,-118.1338,7,2,1,2010-11,40,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/24/2011,NOH
4522,Jump Shot,Jump Shot,413,21500776,33.7663,9,278,-118.2608,0,3,0,2015-16,2,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/8/2016,IND
4523,Turnaround Jump Shot,Jump Shot,309,20000198,33.9663,-48,78,-118.3178,4,3,0,2000-01,53,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/27/2000,LAC
4524,Driving Layup Shot,Layup,392,20500359,34.0443,0,0,-118.2698,1,3,0,2005-06,42,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/20/2005,DAL
4525,Jump Shot,Jump Shot,274,20500480,33.8573,95,187,-118.1748,9,3,0,2005-06,14,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/7/2006,LAC
4526,Jump Shot,Jump Shot,93,40800225,33.9173,95,127,-118.1748,2,1,1,2008-09,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/12/2009,HOU
4527,Jump Shot,Jump Shot,224,20100259,33.8883,129,156,-118.1408,3,2,0,2001-02,0,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/5/2001,DAL
4528,Jump Shot,Jump Shot,196,21001132,33.9963,18,48,-118.2518,5,2,0,2010-11,15,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/1/2011,UTA
4529,Jump Shot,Jump Shot,404,20400115,34.0193,84,25,-118.1858,4,4,0,2004-05,31,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/17/2004,LAC
4530,Fadeaway Jump Shot,Jump Shot,196,20600431,34.0183,33,26,-118.2368,4,2,0,2006-07,50,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/29/2006,CHA
4531,Layup Shot,Layup,385,41100233,34.0463,29,-2,-118.2408,1,3,1,2011-12,22,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/18/2012,OKC
4532,Jump Shot,Jump Shot,178,40300153,33.9583,-107,86,-118.3768,3,2,1,2003-04,44,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/23/2004,HOU
4533,Jump Shot,Jump Shot,520,21400573,34.0183,-228,26,-118.4978,0,4,0,2014-15,31,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1/13/2015,MIA
4534,Jump Shot,Jump Shot,329,20800487,33.9913,-38,53,-118.3078,7,3,0,2008-09,24,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/2/2009,UTA
4535,Jump Shot,Jump Shot,469,20500689,33.8453,172,199,-118.0978,3,4,0,2005-06,32,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/4/2006,NOP
4536,Jump Shot,Jump Shot,98,20600223,33.7553,210,289,-118.0598,0,1,0,2006-07,0,35,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/30/2006,UTA
4537,Jump Shot,Jump Shot,196,40200173,33.9803,38,64,-118.2318,2,2,1,2002-03,13,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/24/2003,MIN
4538,Jump Shot,Jump Shot,8,29800350,33.9123,-14,132,-118.2838,10,1,0,1998-99,32,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/21/1999,ORL
4539,Jump Shot,Jump Shot,143,40100163,33.9093,150,135,-118.1198,8,2,1,2001-02,3,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/28/2002,POR
4540,Jump Shot,Jump Shot,25,20500258,33.8243,34,220,-118.2358,8,1,0,2005-06,50,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/7/2005,TOR
4541,Jump Shot,Jump Shot,325,21400131,33.8273,-142,217,-118.4118,3,3,0,2014-15,50,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/14/2014,SAS
4542,Dunk Shot,Dunk,213,29900214,34.0443,0,0,-118.2698,4,2,0,1999-00,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/1/1999,GSW
4543,Jump Shot,Jump Shot,344,20100178,33.9523,-102,92,-118.3718,9,3,0,2001-02,47,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/23/2001,GSW
4544,Jump Shot,Jump Shot,416,20200546,33.9753,80,69,-118.1898,2,4,0,2002-03,31,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1/15/2003,NOH
4545,Jump Shot,Jump Shot,27,20501078,33.9193,80,125,-118.1898,9,1,0,2005-06,27,14,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/31/2006,SEA
4546,Driving Layup Shot,Layup,412,29700848,34.0443,0,0,-118.2698,10,4,0,1997-98,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/4/1998,IND
4547,Finger Roll Shot,Layup,324,20500631,34.0293,-43,15,-118.3128,4,3,0,2005-06,10,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/27/2006,GSW
4548,Jump Shot,Jump Shot,384,20500077,33.8503,-2,194,-118.2718,5,4,0,2005-06,10,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/11/2005,PHI
4549,Jump Shot,Jump Shot,304,21400494,33.9293,-218,115,-118.4878,10,3,0,2014-15,9,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/2/2015,MEM
4550,Slam Dunk Shot,Dunk,76,29800723,34.0443,0,0,-118.2698,2,1,0,1998-99,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/5/1999,POR
4551,Jump Shot,Jump Shot,409,20200142,33.9993,-207,45,-118.4768,4,4,0,2002-03,48,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/17/2002,HOU
4552,Driving Layup Shot,Layup,330,20000352,34.0443,0,0,-118.2698,10,4,0,2000-01,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/19/2000,MIA
4553,Jump Bank Shot,Jump Shot,156,20400439,34.0133,-13,31,-118.2828,9,2,0,2004-05,30,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/2/2005,DEN
4554,Driving Layup Shot,Layup,470,21000586,34.0323,-15,12,-118.2848,5,4,0,2010-11,23,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/14/2011,NJN
4555,Layup Shot,Layup,385,29701137,34.0443,0,0,-118.2698,8,4,0,1997-98,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/13/1998,SAS
4556,Driving Layup Shot,Layup,253,20600324,34.0443,0,0,-118.2698,9,3,0,2006-07,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/13/2006,DAL
4557,Driving Layup Shot,Layup,65,20600299,34.0443,0,0,-118.2698,3,1,0,2006-07,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/10/2006,SAS
4558,Jump Shot,Jump Shot,206,40700405,33.8353,163,209,-118.1068,3,2,1,2007-08,36,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,6/15/2008,BOS
4559,Fadeaway Jump Shot,Jump Shot,43,20500658,33.8613,82,183,-118.1878,6,1,0,2005-06,7,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/31/2006,NYK
4560,Jump Shot,Jump Shot,561,21200208,33.8663,-179,178,-118.4488,5,4,0,2012-13,5,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/27/2012,IND
4561,Layup Shot,Layup,332,20401065,34.0443,0,0,-118.2698,2,3,0,2004-05,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/31/2005,MIN
4562,Jump Shot,Jump Shot,278,29800034,33.9893,16,55,-118.2538,4,3,0,1998-99,52,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/8/1999,SAS
4563,Jump Shot,Jump Shot,480,20600127,34.0523,-199,-8,-118.4688,0,4,0,2006-07,29,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/17/2006,TOR
4564,Running Jump Shot,Jump Shot,39,40800222,33.9063,-164,138,-118.4338,6,1,1,2008-09,27,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/2009,HOU
4565,Turnaround Jump Shot,Jump Shot,197,20400126,33.9393,-159,105,-118.4288,2,2,0,2004-05,43,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/19/2004,PHX
4566,Jump Shot,Jump Shot,213,21100038,33.9183,106,126,-118.1638,5,2,0,2011-12,48,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/29/2011,NYK
4567,Jump Shot,Jump Shot,492,29800071,33.7573,12,287,-118.2578,0,4,0,1998-99,4,28,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/14/1999,IND
4568,Turnaround Jump Shot,Jump Shot,18,21000900,34.0253,119,19,-118.1508,10,1,0,2010-11,14,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/1/2011,MIN
4569,Driving Layup Shot,Layup,234,29800192,34.0443,0,0,-118.2698,10,3,0,1998-99,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/1/1999,PHX
4570,Layup Shot,Layup,50,20801070,34.0443,0,0,-118.2698,4,1,0,2008-09,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/26/2009,DET
4571,Jump Shot,Jump Shot,469,20000320,33.8063,-56,238,-118.3258,0,4,0,2000-01,30,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/13/2000,POR
4572,Jump Shot,Jump Shot,206,20200790,33.9273,190,117,-118.0798,1,2,0,2002-03,44,22,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/21/2003,POR
4573,Jump Hook Shot,Jump Shot,15,20700152,33.9703,-2,74,-118.2718,10,1,0,2007-08,26,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/20/2007,IND
4574,Running Jump Shot,Jump Shot,195,29600439,34.0313,140,13,-118.1298,5,2,0,1996-97,41,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/3/1997,SAC
4575,Tip Shot,Tip Shot,16,20100639,34.0443,0,0,-118.2698,9,1,0,2001-02,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/30/2002,ORL
4576,Jump Shot,Jump Shot,530,21200960,33.8003,-71,244,-118.3408,0,4,0,2012-13,18,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/13/2013,ATL
4577,Jump Shot,Jump Shot,487,21200601,33.8393,144,205,-118.1258,0,4,0,2012-13,55,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/20/2013,TOR
4578,Fadeaway Jump Shot,Jump Shot,122,41100165,33.9023,72,142,-118.1978,0,1,1,2011-12,17,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/8/2012,DEN
4579,Jump Shot,Jump Shot,49,20200127,33.8713,43,173,-118.2268,6,1,0,2002-03,46,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/15/2002,GSW
4580,Driving Layup Shot,Layup,175,29700948,34.0443,0,0,-118.2698,7,2,0,1997-98,7,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/18/1998,PHX
4581,Jump Shot,Jump Shot,105,20300403,34.0703,181,-26,-118.0888,11,2,0,2003-04,4,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/25/2003,HOU
4582,Jump Shot,Jump Shot,108,20200471,33.8533,-82,191,-118.3518,11,2,0,2002-03,17,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/4/2003,PHX
4583,Jump Shot,Jump Shot,266,20301075,33.8753,-187,169,-118.4568,7,3,0,2003-04,17,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/30/2004,NOH
4584,Jump Shot,Jump Shot,109,20100668,33.9383,161,106,-118.1088,1,1,0,2001-02,21,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/3/2002,DAL
4585,Step Back Jump shot,Jump Shot,294,21400169,33.9253,159,119,-118.1108,7,3,0,2014-15,32,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/2014,HOU
4586,Jump Shot,Jump Shot,51,49800051,33.8993,42,145,-118.2278,5,1,1,1998-99,46,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/22/1999,SAS
4587,Driving Layup Shot,Layup,449,20800525,34.0413,-4,3,-118.2738,6,4,0,2008-09,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/7/2009,GSW
4588,Jump Shot,Jump Shot,350,20000599,33.7873,-12,257,-118.2818,0,3,0,2000-01,36,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/23/2001,SEA
4589,Jump Shot,Jump Shot,115,20000222,33.5783,-150,466,-118.4198,0,1,0,2000-01,0,48,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,11/30/2000,SEA
4590,Jump Shot,Jump Shot,21,20000860,33.8813,106,163,-118.1638,10,1,0,2000-01,10,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/4/2001,GSW
4591,Fadeaway Jump Shot,Jump Shot,85,20500114,33.8503,28,194,-118.2418,2,1,0,2005-06,30,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/16/2005,NYK
4592,Jump Shot,Jump Shot,111,20000352,33.8633,161,181,-118.1088,9,2,0,2000-01,11,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/19/2000,MIA
4593,Jump Shot,Jump Shot,288,40000005,33.8983,68,146,-118.2018,9,3,1,2000-01,17,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/22/2001,POR
4594,Running Jump Shot,Jump Shot,112,49900016,34.0283,93,16,-118.1768,0,1,1,1999-00,5,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/27/2000,SAC
4595,Layup Shot,Layup,27,41100232,34.0293,-11,15,-118.2808,8,1,1,2011-12,42,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/16/2012,OKC
4596,Reverse Dunk Shot,Dunk,44,20200651,34.0443,0,0,-118.2698,5,1,0,2002-03,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/29/2003,PHX
4597,Jump Shot,Jump Shot,480,40100162,33.9243,142,120,-118.1278,1,4,1,2001-02,57,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/25/2002,POR
4598,Running Hook Shot,Hook Shot,199,20301187,34.0093,21,35,-118.2488,1,2,0,2003-04,30,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/14/2004,POR
4599,Layup Shot,Layup,185,20601057,34.0443,0,0,-118.2698,6,2,0,2006-07,18,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/27/2007,MEM
4600,Jump Shot,Jump Shot,268,20101055,33.9193,-141,125,-118.4108,9,3,0,2001-02,55,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/31/2002,SAS
4601,Driving Layup Shot,Layup,83,20300515,34.0443,0,0,-118.2698,0,1,0,2003-04,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/9/2004,ATL
4602,Jump Shot,Jump Shot,475,20900354,33.9883,106,56,-118.1638,0,4,0,2009-10,39,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/15/2009,CHI
4603,Layup Shot,Layup,20,20801134,34.0443,0,0,-118.2698,9,1,0,2008-09,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/3/2009,HOU
4604,Jump Shot,Jump Shot,279,20001162,33.9093,-69,135,-118.3388,7,3,0,2000-01,11,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/15/2001,POR
4605,Fadeaway Jump Shot,Jump Shot,369,21000249,34.0443,154,0,-118.1158,1,3,0,2010-11,41,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/28/2010,IND
4606,Jump Shot,Jump Shot,287,20000860,33.9593,1,85,-118.2688,8,3,0,2000-01,8,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/4/2001,GSW
4607,Jump Shot,Jump Shot,94,49800016,33.8003,-106,244,-118.3758,1,1,1,1998-99,5,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/11/1999,HOU
4608,Jump Shot,Jump Shot,385,29800600,33.8373,149,207,-118.1208,7,4,0,1998-99,51,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/20/1999,GSW
4609,Jump Shot,Jump Shot,214,20000049,33.9363,-33,108,-118.3028,2,2,0,2000-01,2,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/5/2000,LAC
4610,Jump Shot,Jump Shot,458,20800884,33.7753,-8,269,-118.2778,7,4,0,2008-09,20,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/1/2009,PHX
4611,Alley Oop Dunk Shot,Dunk,2,40500154,34.0443,0,0,-118.2698,11,1,1,2005-06,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/30/2006,PHX
4612,Running Jump Shot,Jump Shot,234,40000043,34.0633,-130,-19,-118.3998,3,2,1,2000-01,2,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/6/2001,SAC
4613,Driving Layup Shot,Layup,179,29900901,34.0443,0,0,-118.2698,5,2,0,1999-00,15,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/12/2000,SAC
4614,Jump Shot,Jump Shot,290,20700618,34.0243,-80,20,-118.3498,4,3,0,2007-08,18,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1/23/2008,SAS
4615,Jump Shot,Jump Shot,125,20600340,34.0533,159,-9,-118.1108,10,2,0,2006-07,28,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/15/2006,HOU
4616,Jump Shot,Jump Shot,59,20800131,34.0083,166,36,-118.1038,4,1,0,2008-09,38,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/14/2008,DET
4617,Driving Layup Shot,Layup,186,29800169,34.0443,0,0,-118.2698,9,2,0,1998-99,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/26/1999,LAC
4618,Running Jump Shot,Jump Shot,386,20900696,33.9503,-71,94,-118.3408,7,4,0,2009-10,28,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1/31/2010,BOS
4619,Running Layup Shot,Layup,345,21500549,34.0373,-2,7,-118.2718,4,3,0,2015-16,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/8/2016,OKC
4620,Jump Shot,Jump Shot,61,21500720,33.8303,-110,214,-118.3798,4,1,0,2015-16,46,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/31/2016,CHA
4621,Jump Shot,Jump Shot,265,40100232,33.9283,-33,116,-118.3028,7,3,1,2001-02,2,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/7/2002,SAS
4622,Reverse Layup Shot,Layup,87,20400880,34.0443,0,0,-118.2698,2,1,0,2004-05,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/6/2005,IND
4623,Fadeaway Jump Shot,Jump Shot,303,21501164,33.8933,74,151,-118.1958,8,3,0,2015-16,26,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/5/2016,LAC
4624,Jump Shot,Jump Shot,201,20000058,33.8543,167,190,-118.1028,0,2,0,2000-01,10,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/7/2000,HOU
4625,Jump Shot,Jump Shot,343,20701187,33.8323,13,212,-118.2568,11,4,0,2007-08,42,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/11/2008,NOH
4626,Jump Shot,Jump Shot,44,20700531,33.9223,-49,122,-118.3188,7,1,0,2007-08,35,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/11/2008,MIL
4627,Jump Shot,Jump Shot,197,40100233,33.8103,-88,234,-118.3578,2,2,1,2001-02,9,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/10/2002,SAS
4628,Jump Shot,Jump Shot,236,20400272,33.7963,131,248,-118.1388,11,3,0,2004-05,27,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/8/2004,PHX
4629,Jump Shot,Jump Shot,74,40500151,33.9993,34,45,-118.2358,2,1,1,2005-06,54,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/23/2006,PHX
4630,Hook Shot,Hook Shot,40,20900516,33.9673,-4,77,-118.2738,8,1,0,2009-10,37,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/6/2010,LAC
4631,Jump Bank Shot,Jump Shot,352,21100497,33.9843,-34,60,-118.3038,1,3,0,2011-12,2,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/22/2012,DAL
4632,Jump Shot,Jump Shot,474,20700497,33.8613,98,183,-118.1718,5,4,0,2007-08,11,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/6/2008,IND
4633,Jump Shot,Jump Shot,340,20400272,33.9833,-51,61,-118.3208,1,3,0,2004-05,4,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/8/2004,PHX
4634,Jump Shot,Jump Shot,491,21100769,33.8473,-161,197,-118.4308,0,4,0,2011-12,20,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/31/2012,NOH
4635,Layup Shot,Layup,457,20800627,34.0443,0,0,-118.2698,0,4,0,2008-09,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/21/2009,LAC
4636,Jump Shot,Jump Shot,241,20400937,34.0443,158,0,-118.1118,10,3,0,2004-05,47,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/15/2005,PHI
4637,Jump Shot,Jump Shot,73,40000043,34.0423,167,2,-118.1028,4,1,1,2000-01,26,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/6/2001,SAC
4638,Jump Shot,Jump Shot,7,29800145,33.8823,121,162,-118.1488,11,1,0,1998-99,14,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/23/1999,VAN
4639,Jump Shot,Jump Shot,385,40200172,33.9913,158,53,-118.1118,8,4,1,2002-03,38,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/22/2003,MIN
4640,Jump Shot,Jump Shot,272,41000234,33.9013,-209,143,-118.4788,8,3,1,2010-11,41,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/8/2011,DAL
4641,Jump Shot,Jump Shot,356,20800884,34.0253,-71,19,-118.3408,3,3,0,2008-09,52,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/1/2009,PHX
4642,Fadeaway Jump Shot,Jump Shot,218,20600977,33.9623,-148,82,-118.4178,0,2,0,2006-07,56,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/16/2007,POR
4643,Jump Shot,Jump Shot,110,21100784,34.0553,36,-11,-118.2338,2,1,0,2011-12,44,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/1/2012,GSW
4644,Driving Layup Shot,Layup,356,20200901,34.0443,0,0,-118.2698,3,3,0,2002-03,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/9/2003,PHI
4645,Jump Shot,Jump Shot,408,20200842,33.8253,176,219,-118.0938,6,4,0,2002-03,14,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/28/2003,SEA
4646,Jump Shot,Jump Shot,364,29900835,33.9123,78,132,-118.1918,0,3,0,1999-00,56,15,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/3/2000,IND
4647,Layup Shot,Layup,46,20900437,34.0443,0,0,-118.2698,6,1,0,2009-10,26,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/26/2009,SAC
4648,Driving Layup Shot,Layup,121,21500455,34.0493,-2,-5,-118.2718,0,1,0,2015-16,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/27/2015,MEM
4649,Jump Shot,Jump Shot,197,21501172,33.8513,-60,193,-118.3298,5,2,0,2015-16,26,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/6/2016,LAC
4650,Running Jump Shot,Jump Shot,440,20600919,33.8993,34,145,-118.2358,0,4,0,2006-07,54,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,3/9/2007,PHI
4651,Driving Layup Shot,Layup,39,29800025,34.0443,0,0,-118.2698,7,1,0,1998-99,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/7/1999,UTA
4652,Jump Shot,Jump Shot,214,20500359,33.8023,-51,242,-118.3208,2,2,0,2005-06,54,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/20/2005,DAL
4653,Jump Shot,Jump Shot,543,20600789,33.8733,192,171,-118.0778,0,4,0,2006-07,34,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/15/2007,CLE
4654,Pullup Jump shot,Jump Shot,284,20800525,33.8173,133,227,-118.1368,9,3,0,2008-09,9,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/7/2009,GSW
4655,Jump Shot,Jump Shot,533,21001201,34.0323,-224,12,-118.4938,1,4,0,2010-11,0,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,4/10/2011,OKC
4656,Turnaround Fadeaway shot,Jump Shot,199,21100679,33.9703,-87,74,-118.3568,2,2,0,2011-12,24,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/20/2012,HOU
4657,Jump Shot,Jump Shot,446,20400294,33.8203,-135,224,-118.4048,5,4,0,2004-05,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/11/2004,LAC
4658,Layup Shot,Layup,495,21200012,34.0433,23,1,-118.2468,5,4,0,2012-13,2,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/31/2012,POR
